3.452036,-0.194801,2.000000
6.885771,-1.098416,2.000000
7.367699,-1.881548,2.000000
7.186976,-2.724922,2.000000
4.596615,-2.785163,2.000000
3.391795,-3.327331,2.000000
3.211073,-4.592392,2.000000
4.174928,-5.676729,2.000000
6.464085,-5.797211,2.000000
7.729145,-4.773115,2.000000
10.500229,-4.411669,2.000000
13.090591,-3.929741,2.000000
13.391795,-2.905645,2.000000
13.211073,-1.881548,2.000000
10.439988,-1.158657,2.000000
8.994205,-0.917693,2.000000
7.909868,-0.014078,2.000000
7.789386,0.949777,2.000000
6.464085,1.311223,2.000000
3.693000,1.732910,2.000000
1.644807,2.154596,2.000000
0.018301,2.275078,2.000000
-0.162421,0.889536,2.000000
0.138783,-0.074319,2.000000
