1.510990,-0.761183,1.000000
3.152108,-0.652978,1.000000
4.901432,-0.725115,1.000000
5.388357,-0.725115,1.000000
6.001522,-0.815286,1.000000
6.235967,-0.941526,1.000000
6.506481,-1.230074,1.000000
6.704858,-1.500588,1.000000
6.867167,-1.897342,1.000000
6.831098,-2.185890,1.000000
6.849132,-2.672815,1.000000
6.849132,-3.105638,1.000000
6.867167,-3.610597,1.000000
6.686824,-4.133591,1.000000
6.235967,-4.295899,1.000000
5.965453,-4.350002,1.000000
5.604768,-4.277865,1.000000
5.153912,-4.133591,1.000000
4.432541,-4.007351,1.000000
3.783307,-4.007351,1.000000
3.260314,-3.935214,1.000000
2.845526,-4.097522,1.000000
2.593046,-4.927098,1.000000
2.647149,-5.576332,1.000000
2.809457,-5.937017,1.000000
3.260314,-6.297703,1.000000
4.107924,-6.658388,1.000000
4.955535,-6.514114,1.000000
5.622802,-6.568217,1.000000
6.109728,-6.532148,1.000000
6.578618,-6.423942,1.000000
6.993407,-6.117360,1.000000
7.299989,-5.810777,1.000000
7.552469,-5.522229,1.000000
8.003325,-5.414024,1.000000
8.237771,-5.432058,1.000000
8.508285,-5.432058,1.000000
8.760765,-5.269749,1.000000
9.085381,-5.071373,1.000000
9.446067,-4.692653,1.000000
9.608375,-4.548379,1.000000
9.878889,-4.368036,1.000000
10.095300,-4.277865,1.000000
10.365814,-4.277865,1.000000
10.762568,-4.259831,1.000000
11.321630,-4.259831,1.000000
11.790521,-4.223762,1.000000
12.205309,-4.205728,1.000000
12.692234,-4.133591,1.000000
12.980783,-3.953248,1.000000
13.034885,-3.664700,1.000000
12.962748,-3.213843,1.000000
12.800440,-3.051535,1.000000
12.421720,-2.618712,1.000000
12.151206,-2.384267,1.000000
11.682315,-2.095719,1.000000
10.726499,-1.735034,1.000000
9.788718,-1.626828,1.000000
8.670593,-1.572725,1.000000
8.111531,-1.284177,1.000000
7.750846,-1.103834,1.000000
7.372126,-0.851355,1.000000
7.191783,-0.671012,1.000000
7.173749,-0.490669,1.000000
7.173749,-0.184087,1.000000
7.119646,0.068393,1.000000
6.722893,0.356941,1.000000
6.434344,0.483181,1.000000
5.911351,0.645489,1.000000
5.424426,0.699592,1.000000
4.973569,0.735661,1.000000
4.053821,0.807798,1.000000
3.747239,0.825832,1.000000
3.422622,0.807798,1.000000
3.025868,0.825832,1.000000
2.629114,0.843866,1.000000
2.142189,0.897969,1.000000
1.619196,1.042243,1.000000
1.294579,1.186517,1.000000
1.096202,1.294723,1.000000
0.699448,1.384894,1.000000
0.104317,1.511134,1.000000
-0.508848,1.475066,1.000000
-1.049876,1.330792,1.000000
-0.923636,0.411044,1.000000
-0.851499,-0.202121,1.000000
-0.851499,-0.761183,1.000000
-0.454745,-1.049731,1.000000
0.068249,-0.977594,1.000000
0.302694,-0.959560,1.000000
