0.993462,0.074588,2.5
1.399783,0.074588,3.5
2.212424,0.164881,4.5
2.979918,0.210028,4.5
3.882853,0.210028,4
4.33432,0.164881,3.5
4.921227,0.210028,2.5
5.688722,0.119735,2.5
6.456216,-0.376879,2.1875
6.95283,-0.828347,2
7.223711,-1.595841,1.9
7.223711,-1.821575,1.9
7.223711,-2.543922,1.9
7.133417,-2.99539,1.9
6.862537,-3.311417,1.9
6.185336,-3.31171,2.2
5.372695,-3.24627,2.75
4.740641,-3.211123,2.5
4.018293,-3.040536,2
3.611972,-3.175977,1.9
3.295945,-3.40171,1.9
3.250799,-3.808031,1.9
3.205652,-4.440085,1.9
3.341092,-4.801259,1.9
3.521679,-5.026992,1.9
3.792559,-5.388166,2
4.108586,-5.523606,2.75
4.966374,-5.6139,2.75
5.508135,-5.6139,2.75
6.095042,-5.568753,2.75
6.727097,-5.47846,2.75
7.08827,-5.162433,2.75
7.223711,-4.936699,2.75
7.855765,-4.620672,2.75
8.262085,-4.530378,2.75
8.578112,-4.530378,2.75
8.713553,-4.394938,2.75
8.848993,-4.259498,2.75
8.984433,-4.078911,2.75
9.210167,-3.943471,2.75
9.57134,-3.717737,2.75
9.842221,-3.717737,2.75
10.338835,-3.853177,2.75
11.151476,-3.943471,2.75
11.738383,-3.988618,2.75
12.460731,-3.988618,2.75
12.867051,-3.853177,1.875
13.092785,-3.492004,1.7
13.273372,-2.950243,1.7
13.273372,-2.543922,1.7
13.273372,-2.137602,1.7
12.957345,-1.911868,1.875
12.280144,-1.731281,2.5
11.377209,-1.505548,3
10.745155,-1.279814,3.5
9.977661,-1.189521,3
9.30046,-1.05408,2.5
8.623259,-0.738053,1.875
8.397525,-0.602613,1.6
8.036352,-0.151146,1.6
7.810618,0.029441,1.6
7.805471,0.119735,1.6
7.775178,0.300321,1.6
7.775178,0.435762,1.6
7.775178,0.751789,1.6
7.775178,0.977522,1.6
7.383711,1.208109,1.875
6.81739,1.383843,2.5
6.411069,1.519283,3
5.688722,1.654723,3.5
5.192108,1.880457,4
4.424613,1.97075,4
3.973146,2.015897,3.5
3.386239,2.061044,3
2.528451,2.151337,2.5
1.85125,2.241631,2.5
0.993462,2.557658,2
0.496848,2.512511,1.9
0.000234,2.241631,1.9
-0.180353,1.880457,1.9
-0.225499,1.383843,1.9
-0.225499,0.842082,1.9
0.045381,0.210028,1.9
0.451702,-0.105999,1.9
